Area,Group,ID,Status,Scored,Provider,Boundary Owner,Requirement
SDK Direct Governance,,SDK-007,done,true,,,Enforce block
SDK Direct Governance,,SDK-008,done,true,,,Enforce halt
SDK Direct Governance,,SDK-009,done,true,,,Capture WorkflowStarted
SDK Direct Governance,,SDK-010,done,true,,,Capture WorkflowCompleted
SDK Direct Governance,,SDK-011,done,true,,,Capture WorkflowFailed
SDK Direct Governance,,SDK-012,done,true,,,Capture ActivityStarted
SDK Direct Governance,,SDK-013,done,true,,,Capture ActivityCompleted
SDK Direct Governance,,SDK-014,done,true,,,Capture SignalReceived
SDK Direct Governance,,SDK-015,done,true,,,Capture Handoff
SDK Direct Governance,,SDK-016,done,true,,,Capture llm spans
SDK Direct Governance,,SDK-017,done,true,,,Capture shell spans
SDK Direct Governance,,SDK-018,done,true,,,Capture mcp spans
SDK Direct Governance,,SDK-019,done,true,,,Capture file_read spans
SDK Direct Governance,,SDK-020,done,true,,,Capture file_write spans
SDK Direct Governance,,SDK-021,done,true,,,Capture file_delete spans
SDK Direct Governance,,SDK-022,done,true,,,Capture http spans
SDK Direct Governance,,SDK-023,done,true,,,Capture db spans
SDK Direct Governance,,SDK-024,done,true,,,Capture http_get triggers
SDK Direct Governance,,SDK-025,done,true,,,Capture http_post triggers
SDK Direct Governance,,SDK-026,done,true,,,Capture http_put triggers
SDK Direct Governance,,SDK-027,done,true,,,Capture http_patch triggers
SDK Direct Governance,,SDK-028,done,true,,,Capture http_delete triggers
SDK Direct Governance,,SDK-029,done,true,,,Capture generic http triggers
SDK Direct Governance,,SDK-030,done,true,,,Capture llm_completion triggers
SDK Direct Governance,,SDK-031,done,true,,,Capture llm_embedding triggers
SDK Direct Governance,,SDK-032,done,true,,,Capture llm_tool_call as its own trigger
SDK Direct Governance,,SDK-033,done,true,,,Capture database_select triggers
SDK Direct Governance,,SDK-034,done,true,,,Capture database_insert triggers
SDK Direct Governance,,SDK-035,done,true,,,Capture database_update triggers
SDK Direct Governance,,SDK-036,done,true,,,Capture database_delete triggers
SDK Direct Governance,,SDK-037,done,true,,,Capture database_query triggers
SDK Direct Governance,,SDK-038,done,true,,,Capture file_read triggers
SDK Direct Governance,,SDK-039,done,true,,,Capture file_write triggers
SDK Direct Governance,,SDK-040,done,true,,,Capture file_open as its own trigger
SDK Direct Governance,,SDK-041,done,true,,,Capture file_delete triggers
SDK Direct Governance,,SDK-042,done,true,,,Capture internal triggers
SDK Direct Governance,,SDK-043,done,true,,,Send and enforce OPA/Rego-governed verdicts
SDK Direct Governance,,SDK-044,done,true,,,Send and enforce guardrail-governed verdicts
SDK Direct Governance,,SDK-045,done,true,,,Send and apply PII/redaction verdicts
SDK Direct Governance,,SDK-046,done,true,,,Send and enforce behavior-rule verdicts
SDK Direct Governance,,SDK-047,done,true,,,Send and enforce goal-alignment verdicts
SDK Direct Governance,,SDK-048,done,true,,,Send and enforce approval/HITL verdicts
SDK Direct Governance,,SDK-049,done,true,,,Report usage metadata
SDK Direct Governance,,SDK-050,done,true,,,Forward runtime token/cost telemetry; Core owns cost estimation
SDK Direct Governance,,SDK-051,done,true,,,Create tracing spans
SDK Direct Governance,,SDK-052,done,true,,,Send audit-log events
SDK Direct Governance,,SDK-053,done,true,,,Maintain session state
SDK Direct Governance,,SDK-054,done,true,,,Fail closed when governance cannot answer
SDK Direct Governance,,SDK-055,done,true,,,Report storage/artifact activity
SDK Direct Governance,,SDK-056,done,true,,,Send KMS/local signing/attestation data when applicable
Claude Code Governance,,CLAUDE-001,done,true,claude-code,,Install through the official Claude Code plugin surface
Claude Code Governance,,CLAUDE-002,done,true,claude-code,,Read Claude Code hook input from stdin
Claude Code Governance,,CLAUDE-003,done,true,claude-code,,Write Claude Code hook output to stdout
Claude Code Governance,,CLAUDE-004,done,true,claude-code,,Expose Claude Code plugin commands
Claude Code Governance,,CLAUDE-005,done,true,claude-code,,Expose Claude Code MCP tools
Claude Code Governance,,CLAUDE-006,done,true,claude-code,,Expose Claude Code skill assets
Claude Code Governance,,CLAUDE-007,done,true,claude-code,,Expose Claude Code agent/subagent assets
Claude Code Governance,,CLAUDE-008,done,true,claude-code,,Project OpenBox instructions into Claude Code plugin content
Claude Code Governance,,CLAUDE-009,done,true,claude-code,,Capture Claude Code session events
Claude Code Governance,,CLAUDE-010,done,true,claude-code,,Capture Claude Code lifecycle events
Claude Code Governance,,CLAUDE-011,done,true,claude-code,,Capture PreToolUse events
Claude Code Governance,,CLAUDE-012,done,true,claude-code,,Capture PostToolUse events
Claude Code Governance,,CLAUDE-013,done,true,claude-code,,Capture PermissionRequest events
Claude Code Governance,,CLAUDE-014,done,true,claude-code,,Capture UserPromptSubmit events
Claude Code Governance,,CLAUDE-015,done,true,claude-code,,Capture stop/finalization events
Claude Code Governance,,CLAUDE-016,done,true,claude-code,,Capture WorkflowStarted
Claude Code Governance,,CLAUDE-017,done,true,claude-code,,Capture WorkflowCompleted
Claude Code Governance,,CLAUDE-018,done,true,claude-code,,Capture WorkflowFailed
Claude Code Governance,,CLAUDE-019,done,true,claude-code,,Capture ActivityStarted
Claude Code Governance,,CLAUDE-020,done,true,claude-code,,Capture ActivityCompleted
Claude Code Governance,,CLAUDE-021,done,true,claude-code,,Capture SignalReceived
Claude Code Governance,,CLAUDE-022,done,true,claude-code,,Capture Handoff
Claude Code Governance,,CLAUDE-023,done,true,claude-code,,Capture llm spans from Claude Code transcript/assistant payloads
Claude Code Governance,,CLAUDE-024,done,true,claude-code,,Capture shell spans
Claude Code Governance,,CLAUDE-025,done,true,claude-code,,Capture mcp spans
Claude Code Governance,,CLAUDE-026,done,true,claude-code,,Capture file_read spans
Claude Code Governance,,CLAUDE-027,done,true,claude-code,,Capture file_write spans
Claude Code Governance,,CLAUDE-028,done,true,claude-code,,Capture file_delete spans
Claude Code Governance,,CLAUDE-029,done,true,claude-code,,Capture http spans through web-tool activity
Claude Code Governance,,CLAUDE-030,done,true,claude-code,,Capture db spans through MCP/tool/shell/HTTP metadata
Claude Code Governance,,CLAUDE-031,done,true,claude-code,,Capture http_get triggers
Claude Code Governance,,CLAUDE-032,done,true,claude-code,,Capture http_post triggers
Claude Code Governance,,CLAUDE-033,done,true,claude-code,,Capture http_put triggers
Claude Code Governance,,CLAUDE-034,done,true,claude-code,,Capture http_patch triggers
Claude Code Governance,,CLAUDE-035,done,true,claude-code,,Capture http_delete triggers
Claude Code Governance,,CLAUDE-036,done,true,claude-code,,Capture generic http triggers
Claude Code Governance,,CLAUDE-037,done,true,claude-code,,Capture llm_completion triggers
Claude Code Governance,,CLAUDE-038,done,true,claude-code,,Capture llm_embedding triggers via official MCP
Claude Code Governance,,CLAUDE-039,done,true,claude-code,,Capture llm_tool_call triggers via official MCP
Claude Code Governance,,CLAUDE-040,done,true,claude-code,,Capture database_select triggers
Claude Code Governance,,CLAUDE-041,done,true,claude-code,,Capture database_insert triggers
Claude Code Governance,,CLAUDE-042,done,true,claude-code,,Capture database_update triggers
Claude Code Governance,,CLAUDE-043,done,true,claude-code,,Capture database_delete triggers
Claude Code Governance,,CLAUDE-044,done,true,claude-code,,Capture database_query triggers
Claude Code Governance,,CLAUDE-045,done,true,claude-code,,Capture file_read triggers
Claude Code Governance,,CLAUDE-046,done,true,claude-code,,Capture file_write triggers
Claude Code Governance,,CLAUDE-047,done,true,claude-code,,Capture file_open as its own trigger via official MCP
Claude Code Governance,,CLAUDE-048,done,true,claude-code,,Capture file_delete triggers
Claude Code Governance,,CLAUDE-049,done,true,claude-code,,Capture internal triggers
Claude Code Governance,,CLAUDE-050,done,true,claude-code,,Send and enforce OPA/Rego-governed verdicts
Claude Code Governance,,CLAUDE-051,done,true,claude-code,,Send and enforce guardrail-governed verdicts
Claude Code Governance,,CLAUDE-052,done,true,claude-code,,Send and apply PII/redaction verdicts
Claude Code Governance,,CLAUDE-053,done,true,claude-code,,Send and enforce behavior-rule verdicts
Claude Code Governance,,CLAUDE-054,done,true,claude-code,,Send and enforce goal-alignment verdicts
Claude Code Governance,,CLAUDE-055,done,true,claude-code,,Send and enforce approval/HITL verdicts
Claude Code Governance,,CLAUDE-056,done,true,claude-code,,Collect Claude Code token usage from transcript/final usage telemetry
Claude Code Governance,,CLAUDE-057,done,true,claude-code,,Forward tokens for Core cost estimation; no local Claude spend calculation
Claude Code Governance,,CLAUDE-058,done,true,claude-code,,Create tracing spans
Claude Code Governance,,CLAUDE-059,done,true,claude-code,,Send audit-log events
Claude Code Governance,,CLAUDE-060,done,true,claude-code,,Maintain session state
Claude Code Governance,,CLAUDE-061,done,true,claude-code,,Fail closed when governance cannot answer
Claude Code Governance,,CLAUDE-062,limitation,false,claude-code,host,raw Claude host artifacts outside the OpenBox artifact evidence contract are host-owned
Claude Code Governance,,CLAUDE-063,done,true,claude-code,,Pass signed agent identity to Core through the official Claude Code plugin runtime config
Claude Code Governance,,CLAUDE-064,done,true,claude-code,,Enforce allow
Claude Code Governance,,CLAUDE-065,done,true,claude-code,,Enforce constrain
Claude Code Governance,,CLAUDE-066,done,true,claude-code,,Enforce require_approval
Claude Code Governance,,CLAUDE-067,done,true,claude-code,,Enforce block
Claude Code Governance,,CLAUDE-068,done,true,claude-code,,Enforce halt
Codex Governance,,CODEX-001,done,true,codex,,Install through the official Codex plugin/config surface
Codex Governance,,CODEX-002,done,true,codex,,Read Codex event input through the Codex integration path
Codex Governance,,CODEX-003,done,true,codex,,Return Codex-compatible enforcement output
Codex Governance,,CODEX-004,done,true,codex,,Expose Codex MCP tools
Codex Governance,,CODEX-005,done,true,codex,,Expose Codex skill assets
Codex Governance,,CODEX-006,done,true,codex,,Project OpenBox instructions into Codex-compatible content
Codex Governance,,CODEX-007,done,true,codex,,Keep each Codex governance session isolated
Codex Governance,,CODEX-008,done,true,codex,,Capture UserPromptSubmit events
Codex Governance,,CODEX-009,done,true,codex,,Capture PreToolUse events
Codex Governance,,CODEX-010,done,true,codex,,Capture PermissionRequest events
Codex Governance,,CODEX-011,done,true,codex,,Capture PostToolUse events
Codex Governance,,CODEX-012,done,true,codex,,Capture Stop events
Codex Governance,,CODEX-013,done,true,codex,,Capture WorkflowStarted
Codex Governance,,CODEX-014,done,true,codex,,Capture WorkflowCompleted
Codex Governance,,CODEX-015,limitation,false,codex,host,arbitrary Codex host crashes outside OpenBox-governed failure events are host-owned
Codex Governance,,CODEX-016,done,true,codex,,Capture ActivityStarted
Codex Governance,,CODEX-017,done,true,codex,,Capture ActivityCompleted
Codex Governance,,CODEX-018,done,true,codex,,Capture SignalReceived
Codex Governance,,CODEX-019,limitation,false,codex,host,arbitrary Codex task or agent routing outside OpenBox MCP/tool handoff metadata is host-owned
Codex Governance,,CODEX-020,done,true,codex,,Capture llm spans from Codex assistant payload fields accepted by the integration contract
Codex Governance,,CODEX-021,done,true,codex,,Capture shell spans
Codex Governance,,CODEX-022,done,true,codex,,Capture mcp spans
Codex Governance,,CODEX-023,done,true,codex,,Capture file_read spans
Codex Governance,,CODEX-024,done,true,codex,,Capture file_write spans
Codex Governance,,CODEX-025,done,true,codex,,Capture file_delete spans
Codex Governance,,CODEX-026,done,true,codex,,Capture http spans through web-tool activity
Codex Governance,,CODEX-027,done,true,codex,,Capture db spans through MCP/tool/shell/HTTP metadata
Codex Governance,,CODEX-028,done,true,codex,,Capture http_get triggers
Codex Governance,,CODEX-029,done,true,codex,,Capture http_post triggers
Codex Governance,,CODEX-030,done,true,codex,,Capture http_put triggers
Codex Governance,,CODEX-031,done,true,codex,,Capture http_patch triggers
Codex Governance,,CODEX-032,done,true,codex,,Capture http_delete triggers
Codex Governance,,CODEX-033,done,true,codex,,Capture generic http triggers
Codex Governance,,CODEX-034,done,true,codex,,Capture llm_completion triggers
Codex Governance,,CODEX-035,done,true,codex,,Capture llm_embedding triggers via official MCP
Codex Governance,,CODEX-036,done,true,codex,,Capture llm_tool_call triggers via official MCP
Codex Governance,,CODEX-037,done,true,codex,,Capture database_select triggers
Codex Governance,,CODEX-038,done,true,codex,,Capture database_insert triggers
Codex Governance,,CODEX-039,done,true,codex,,Capture database_update triggers
Codex Governance,,CODEX-040,done,true,codex,,Capture database_delete triggers
Codex Governance,,CODEX-041,done,true,codex,,Capture database_query triggers
Codex Governance,,CODEX-042,done,true,codex,,Capture file_read triggers
Codex Governance,,CODEX-043,done,true,codex,,Capture file_write triggers
Codex Governance,,CODEX-044,done,true,codex,,Capture file_open as its own trigger via official MCP
Codex Governance,,CODEX-045,done,true,codex,,Capture file_delete triggers
Codex Governance,,CODEX-046,done,true,codex,,Capture internal triggers
Codex Governance,,CODEX-047,done,true,codex,,Send and enforce OPA/Rego-governed verdicts
Codex Governance,,CODEX-048,done,true,codex,,Send and enforce guardrail-governed verdicts
Codex Governance,,CODEX-049,done,true,codex,,Send and apply PII/redaction verdicts
Codex Governance,,CODEX-050,done,true,codex,,Send and enforce behavior-rule verdicts
Codex Governance,,CODEX-051,done,true,codex,,Send and enforce goal-alignment verdicts
Codex Governance,,CODEX-052,done,true,codex,,Send and enforce approval/HITL verdicts
Codex Governance,,CODEX-053,done,true,codex,,Collect Codex token usage from official event telemetry
Codex Governance,,CODEX-054,done,true,codex,,Forward tokens for Core cost estimation; no local Codex spend calculation
Codex Governance,,CODEX-055,done,true,codex,,Create tracing spans
Codex Governance,,CODEX-056,done,true,codex,,Send audit-log events
Codex Governance,,CODEX-057,done,true,codex,,Maintain session state
Codex Governance,,CODEX-058,done,true,codex,,Fail closed when governance cannot answer
Codex Governance,,CODEX-059,done,true,codex,,Report storage/artifact metadata carried by OpenBox tool/evidence payloads
Codex Governance,,CODEX-060,done,true,codex,,Pass signed agent identity to Core through the official Codex plugin runtime config
Codex Governance,,CODEX-061,done,true,codex,,Enforce allow
Codex Governance,,CODEX-062,done,true,codex,,Enforce constrain
Codex Governance,,CODEX-063,done,true,codex,,Enforce require_approval
Codex Governance,,CODEX-064,done,true,codex,,Enforce block
Codex Governance,,CODEX-065,done,true,codex,,Enforce halt
Cursor Governance,,CURSOR-001,done,true,cursor,,Install through the official Cursor project-local config surface
Cursor Governance,,CURSOR-002,done,true,cursor,,Read Cursor hook input through generated Cursor adapter code
Cursor Governance,,CURSOR-003,done,true,cursor,,Return Cursor-compatible enforcement output
Cursor Governance,,CURSOR-004,done,true,cursor,,Expose Cursor MCP tools
Cursor Governance,,CURSOR-005,done,true,cursor,,Expose Cursor project-local config assets
Cursor Governance,,CURSOR-006,done,true,cursor,,Expose Cursor .mdc rule files as instructional content
Cursor Governance,,CURSOR-007,done,true,cursor,,Keep each Cursor governance session isolated
Cursor Governance,,CURSOR-008,done,true,cursor,,Capture beforeSubmitPrompt events
Cursor Governance,,CURSOR-009,done,true,cursor,,Capture beforeReadFile events
Cursor Governance,,CURSOR-010,done,true,cursor,,Capture beforeShellExecution events
Cursor Governance,,CURSOR-011,done,true,cursor,,Capture beforeMCPExecution events
Cursor Governance,,CURSOR-012,done,true,cursor,,Capture preToolUse events
Cursor Governance,,CURSOR-013,done,true,cursor,,Capture afterAgentResponse events
Cursor Governance,,CURSOR-014,done,true,cursor,,Capture afterAgentThought events
Cursor Governance,,CURSOR-015,done,true,cursor,,Capture afterShellExecution events
Cursor Governance,,CURSOR-016,done,true,cursor,,Capture afterFileEdit events
Cursor Governance,,CURSOR-017,done,true,cursor,,Capture afterMCPExecution events
Cursor Governance,,CURSOR-018,done,true,cursor,,Capture postToolUse events
Cursor Governance,,CURSOR-019,done,true,cursor,,Capture postToolUseFailure events
Cursor Governance,,CURSOR-020,done,true,cursor,,Capture sessionStart events
Cursor Governance,,CURSOR-021,done,true,cursor,,Capture stop events
Cursor Governance,,CURSOR-022,done,true,cursor,,Capture beforeTabFileRead events
Cursor Governance,,CURSOR-023,done,true,cursor,,Capture afterTabFileEdit events
Cursor Governance,,CURSOR-024,done,true,cursor,,Capture sessionEnd events
Cursor Governance,,CURSOR-025,done,true,cursor,,Capture preCompact events
Cursor Governance,,CURSOR-026,done,true,cursor,,Capture subagentStart events
Cursor Governance,,CURSOR-027,done,true,cursor,,Capture subagentStop events
Cursor Governance,,CURSOR-028,done,true,cursor,,Capture WorkflowStarted
Cursor Governance,,CURSOR-029,done,true,cursor,,Capture WorkflowCompleted
Cursor Governance,,CURSOR-030,done,true,cursor,,Capture WorkflowFailed
Cursor Governance,,CURSOR-031,done,true,cursor,,Capture ActivityStarted
Cursor Governance,,CURSOR-032,done,true,cursor,,Capture ActivityCompleted
Cursor Governance,,CURSOR-033,done,true,cursor,,Capture SignalReceived
Cursor Governance,,CURSOR-034,done,true,cursor,,Capture Handoff
Cursor Governance,,CURSOR-035,done,true,cursor,,Capture llm spans from Cursor assistant payload fields accepted by the integration contract
Cursor Governance,,CURSOR-036,done,true,cursor,,Capture shell spans
Cursor Governance,,CURSOR-037,done,true,cursor,,Capture mcp spans
Cursor Governance,,CURSOR-038,done,true,cursor,,Capture file_read spans
Cursor Governance,,CURSOR-039,done,true,cursor,,Capture file_write spans
Cursor Governance,,CURSOR-040,done,true,cursor,,Capture file_delete spans through shell/tool metadata
Cursor Governance,,CURSOR-041,done,true,cursor,,Capture http spans through tool/shell/MCP payloads
Cursor Governance,,CURSOR-042,done,true,cursor,,Capture db spans through MCP/tool/shell/HTTP metadata
Cursor Governance,,CURSOR-043,done,true,cursor,,Capture http_get triggers
Cursor Governance,,CURSOR-044,done,true,cursor,,Capture http_post triggers
Cursor Governance,,CURSOR-045,done,true,cursor,,Capture http_put triggers
Cursor Governance,,CURSOR-046,done,true,cursor,,Capture http_patch triggers
Cursor Governance,,CURSOR-047,done,true,cursor,,Capture http_delete triggers
Cursor Governance,,CURSOR-048,done,true,cursor,,Capture generic http triggers
Cursor Governance,,CURSOR-049,done,true,cursor,,Capture llm_completion triggers
Cursor Governance,,CURSOR-050,done,true,cursor,,Capture llm_embedding triggers via official MCP
Cursor Governance,,CURSOR-051,done,true,cursor,,Capture llm_tool_call triggers via official MCP
Cursor Governance,,CURSOR-052,done,true,cursor,,Capture database_select triggers
Cursor Governance,,CURSOR-053,done,true,cursor,,Capture database_insert triggers
Cursor Governance,,CURSOR-054,done,true,cursor,,Capture database_update triggers
Cursor Governance,,CURSOR-055,done,true,cursor,,Capture database_delete triggers
Cursor Governance,,CURSOR-056,done,true,cursor,,Capture database_query triggers
Cursor Governance,,CURSOR-057,done,true,cursor,,Capture file_read triggers
Cursor Governance,,CURSOR-058,done,true,cursor,,Capture file_write triggers
Cursor Governance,,CURSOR-059,done,true,cursor,,Capture file_open as its own trigger
Cursor Governance,,CURSOR-060,done,true,cursor,,Capture file_delete triggers from delete-classified shell/tool metadata
Cursor Governance,,CURSOR-061,done,true,cursor,,Capture internal triggers
Cursor Governance,,CURSOR-062,done,true,cursor,,Send and enforce OPA/Rego-governed verdicts
Cursor Governance,,CURSOR-063,done,true,cursor,,Send and enforce guardrail-governed verdicts
Cursor Governance,,CURSOR-064,done,true,cursor,,Send and apply PII/redaction verdicts
Cursor Governance,,CURSOR-065,done,true,cursor,,Send and enforce behavior-rule verdicts
Cursor Governance,,CURSOR-066,done,true,cursor,,Send and enforce goal-alignment verdicts
Cursor Governance,,CURSOR-067,done,true,cursor,,Send and enforce approval/HITL verdicts
Cursor Governance,,CURSOR-068,done,true,cursor,,Collect Cursor token usage from official assistant telemetry
Cursor Governance,,CURSOR-069,done,true,cursor,,Forward tokens for Core cost estimation; no local Cursor spend calculation
Cursor Governance,,CURSOR-070,done,true,cursor,,Create tracing spans
Cursor Governance,,CURSOR-071,done,true,cursor,,Send audit-log events
Cursor Governance,,CURSOR-072,done,true,cursor,,Maintain session state
Cursor Governance,,CURSOR-073,done,true,cursor,,Fail closed when governance cannot answer
Cursor Governance,,CURSOR-074,limitation,false,cursor,host,raw Cursor host artifacts outside the OpenBox artifact evidence contract are host-owned
Cursor Governance,,CURSOR-075,done,true,cursor,,Pass signed agent identity to Core through the official Cursor plugin runtime config
Cursor Governance,,CURSOR-076,done,true,cursor,,Enforce allow
Cursor Governance,,CURSOR-077,limitation,false,cursor,host,Cursor outputs with no native safe transform shape cannot be mutated; OpenBox must fail closed
Cursor Governance,,CURSOR-078,done,true,cursor,,Enforce require_approval
Cursor Governance,,CURSOR-079,done,true,cursor,,Enforce block
Cursor Governance,,CURSOR-080,done,true,cursor,,Enforce halt
Cursor Governance,,CURSOR-081,done,true,cursor,,Use Cursor-native permission deny output for blocked tools
Cursor Governance,,CURSOR-082,done,true,cursor,,Use Cursor-native prompt stop output for blocked prompts
OpenAI Agent SDK Governance,,OAI-001,done,true,openai-agents-sdk,,Integrate through the official OpenAI Agent SDK wrapper path
OpenAI Agent SDK Governance,,OAI-002,done,true,openai-agents-sdk,,Capture OpenAI Agent SDK run/session events
OpenAI Agent SDK Governance,,OAI-003,done,true,openai-agents-sdk,,Capture model-call events
OpenAI Agent SDK Governance,,OAI-004,done,true,openai-agents-sdk,,Capture tool-call events
OpenAI Agent SDK Governance,,OAI-005,done,true,openai-agents-sdk,,Capture WorkflowStarted
OpenAI Agent SDK Governance,,OAI-006,done,true,openai-agents-sdk,,Capture WorkflowCompleted
OpenAI Agent SDK Governance,,OAI-007,done,true,openai-agents-sdk,,Capture WorkflowFailed
OpenAI Agent SDK Governance,,OAI-008,done,true,openai-agents-sdk,,Capture ActivityStarted
OpenAI Agent SDK Governance,,OAI-009,done,true,openai-agents-sdk,,Capture ActivityCompleted
OpenAI Agent SDK Governance,,OAI-010,limitation,false,openai-agents-sdk,host,generic OpenAI Agents signal events outside OpenBox run goal/signal input are not OpenBox-controlled
OpenAI Agent SDK Governance,,OAI-011,done,true,openai-agents-sdk,,Capture Handoff
OpenAI Agent SDK Governance,,OAI-012,done,true,openai-agents-sdk,,Capture llm spans
OpenAI Agent SDK Governance,,OAI-013,done,true,openai-agents-sdk,,Capture shell spans from OpenBox-classified SDK tools
OpenAI Agent SDK Governance,,OAI-014,done,true,openai-agents-sdk,,Capture mcp spans from OpenBox-classified SDK tools
OpenAI Agent SDK Governance,,OAI-015,done,true,openai-agents-sdk,,Capture file_read spans from OpenBox-classified SDK tools
OpenAI Agent SDK Governance,,OAI-016,done,true,openai-agents-sdk,,Capture file_write spans from OpenBox-classified SDK tools
OpenAI Agent SDK Governance,,OAI-017,done,true,openai-agents-sdk,,Capture file_delete spans from OpenBox-classified SDK tools
OpenAI Agent SDK Governance,,OAI-018,done,true,openai-agents-sdk,,Capture http spans from OpenBox-classified SDK tools
OpenAI Agent SDK Governance,,OAI-019,done,true,openai-agents-sdk,,Capture generic db spans from OpenBox-classified SDK tools
OpenAI Agent SDK Governance,,OAI-020,done,true,openai-agents-sdk,,Capture dedicated database events through database tool classification
OpenAI Agent SDK Governance,,OAI-021,done,true,openai-agents-sdk,,Capture http_get triggers
OpenAI Agent SDK Governance,,OAI-022,done,true,openai-agents-sdk,,Capture http_post triggers
OpenAI Agent SDK Governance,,OAI-023,done,true,openai-agents-sdk,,Capture http_put triggers
OpenAI Agent SDK Governance,,OAI-024,done,true,openai-agents-sdk,,Capture http_patch triggers
OpenAI Agent SDK Governance,,OAI-025,done,true,openai-agents-sdk,,Capture http_delete triggers
